time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,home_manager,away_manager,player_name,player_number,player_position,player_sub,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_goal_assist,statistics_big_chance_created,statistics_total_offside,statistics_good_high_claim,statistics_error_lead_to_a_shot,statistics_big_chance_missed,statistics_hit_woodwork,statistics_own_goals,statistics_expected_goals,statistics_expected_assists,statistics_blocked_scoring_attempt,statistics_saved_shots_from_inside_the_box,statistics_penalty_won,statistics_penalty_conceded,statistics_clearance_off_line,player_captain,statistics_punches,statistics_goals_prevented,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_error_lead_to_a_goal,statistics_last_man_tackle,statistics_penalty_miss
Fortaleza,2024,1,home,Fortaleza,Horizonte FC,Estádio Castelão,"Cearense, Série A",2,0,Juan Pablo Vojvoda,Filinto Antônio Teixeira Holanda,Kauan Rodrigues,37,M,TRUE,27,26,2,2,3,0,1,NA,47,33,6.7,3,1,0,1,7,0,0,NA,2,1,0,1,0,0,1,0,0,1,NA,NA,0,NA,0,NA,0,NA,NA,0,0.02,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,1,home,Fortaleza,Horizonte FC,Estádio Castelão,"Cearense, Série A",2,0,Juan Pablo Vojvoda,Filinto Antônio Teixeira Holanda,Yago Pikachu,22,M,TRUE,16,14,1,0,0,0,0,NA,34,18,7.3,2,3,2,0,2,0,0,NA,0,4,0,1,0,0,NA,0,0,1,NA,NA,1,1,0,NA,0,NA,NA,0,0.14,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,1,home,Fortaleza,Horizonte FC,Estádio Castelão,"Cearense, Série A",2,0,Juan Pablo Vojvoda,Filinto Antônio Teixeira Holanda,Pedro Rocha,32,M,TRUE,15,11,1,0,3,0,0,NA,34,30,7,7,2,1,2,5,3,2,NA,0,2,0,0,0,0,1,1,0,1,NA,NA,0,NA,0,NA,0,NA,NA,0,0.27,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,1,home,Fortaleza,Horizonte FC,Estádio Castelão,"Cearense, Série A",2,0,Juan Pablo Vojvoda,Filinto Antônio Teixeira Holanda,Kervin Andrade,77,M,TRUE,5,2,0,0,1,0,0,NA,15,11,7.7,3,0,0,0,2,1,1,NA,1,NA,0,1,1,0,NA,3,1,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,1,home,Fortaleza,Horizonte FC,Estádio Castelão,"Cearense, Série A",2,0,Juan Pablo Vojvoda,Filinto Antônio Teixeira Holanda,Imanol Machuca,39,M,TRUE,4,3,0,0,0,0,0,NA,15,9,6.7,1,0,0,0,4,0,0,NA,0,1,0,0,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,1,home,Fortaleza,Horizonte FC,Estádio Castelão,"Cearense, Série A",2,0,Juan Pablo Vojvoda,Filinto Antônio Teixeira Holanda,Mauricio Kozlinski,30,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,1,home,Fortaleza,Horizonte FC,Estádio Castelão,"Cearense, Série A",2,0,Juan Pablo Vojvoda,Filinto Antônio Teixeira Holanda,Marcelo Benevenuto,5,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,1,home,Fortaleza,Horizonte FC,Estádio Castelão,"Cearense, Série A",2,0,Juan Pablo Vojvoda,Filinto Antônio Teixeira Holanda,Bruno Pacheco,6,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,1,home,Fortaleza,Horizonte FC,Estádio Castelão,"Cearense, Série A",2,0,Juan Pablo Vojvoda,Filinto Antônio Teixeira Holanda,Dudu,20,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,1,home,Fortaleza,Horizonte FC,Estádio Castelão,"Cearense, Série A",2,0,Juan Pablo Vojvoda,Filinto Antônio Teixeira Holanda,Bruno Melo,27,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,1,home,Fortaleza,Horizonte FC,Estádio Castelão,"Cearense, Série A",2,0,Juan Pablo Vojvoda,Filinto Antônio Teixeira Holanda,Pedro Augusto,28,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,1,home,Fortaleza,Horizonte FC,Estádio Castelão,"Cearense, Série A",2,0,Juan Pablo Vojvoda,Filinto Antônio Teixeira Holanda,Amorim,31,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,João Ricardo,1,G,FALSE,17,17,3,3,0,0,0,9,90,20,8.8,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Dudu,20,D,FALSE,51,46,5,4,4,2,1,NA,90,67,7.1,8,2,1,0,11,0,0,4,0,NA,0,4,0,0,1,0,0,0,NA,NA,0,NA,1,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Marcelo Benevenuto,5,D,FALSE,85,84,2,2,4,2,1,NA,90,122,7.5,4,0,0,1,4,0,0,1,0,NA,2,0,0,1,NA,0,0,1,NA,NA,0,NA,0,NA,0,NA,NA,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Titi,4,D,FALSE,75,70,8,5,3,4,0,NA,90,99,7.5,6,0,0,2,10,0,0,3,2,1,0,1,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Bruno Pacheco,6,D,FALSE,26,21,1,0,7,0,2,NA,90,41,7.7,3,3,2,1,11,7,6,NA,1,4,0,1,0,0,NA,0,0,0,NA,NA,1,1,0,NA,0,NA,NA,0,0,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Kauan Rodrigues,37,M,FALSE,54,47,5,1,5,2,2,NA,90,71,7.3,6,0,0,0,12,2,2,3,1,1,2,0,1,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Zé Welison,17,M,FALSE,55,49,2,0,9,1,1,NA,85,69,6.8,12,0,0,0,9,2,1,1,1,NA,3,2,0,0,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Yago Pikachu,22,M,FALSE,27,23,3,3,4,0,1,NA,87,41,9.8,5,0,0,0,7,4,3,NA,0,NA,0,0,0,0,1,4,3,1,NA,NA,0,NA,0,NA,0,NA,NA,0,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Kervin Andrade,77,M,FALSE,22,16,2,1,5,2,1,NA,69,38,7.1,12,0,0,1,20,8,3,1,1,4,0,3,3,0,1,1,0,1,NA,NA,1,1,0,NA,0,1,NA,0,0.48,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Pedro Rocha,32,M,FALSE,15,11,1,1,2,1,1,NA,69,28,7,7,2,0,0,7,5,2,NA,0,2,0,0,0,0,NA,0,0,1,NA,NA,1,NA,0,NA,0,NA,NA,0,0.07,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Thiago Galhardo,91,F,FALSE,35,32,1,1,3,0,0,NA,85,50,6.4,7,0,0,1,14,4,0,NA,1,1,0,0,0,0,NA,0,0,2,NA,NA,0,NA,1,NA,1,NA,NA,0,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Luquinhas,18,M,TRUE,9,4,2,0,3,0,1,NA,29,18,6.3,7,0,0,0,9,2,1,NA,0,NA,0,3,2,0,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Imanol Machuca,39,M,TRUE,9,6,0,0,5,0,0,NA,29,17,6.8,3,1,0,1,8,5,4,NA,0,1,0,0,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Calebe,10,M,TRUE,7,6,0,0,0,0,0,NA,13,7,6.6,0,0,0,0,1,0,0,NA,0,1,0,1,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Juan Martín Lucero,9,F,TRUE,5,3,0,0,0,0,0,NA,13,8,8.8,2,1,0,0,1,0,0,NA,0,2,0,0,0,0,NA,2,1,0,NA,NA,1,1,0,NA,0,NA,NA,0,0.52,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Moisés,21,M,TRUE,4,4,0,0,2,0,0,NA,11,9,8.6,2,1,1,0,2,2,1,NA,0,2,0,0,0,0,NA,1,1,0,NA,NA,1,1,0,NA,0,NA,NA,0,0.73,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Santos,23,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Tinga,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Emanuel Brítez,19,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Tomás Cardona,25,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Gonzalo Escobar,33,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Tomás Pochettino,7,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,2,away,Barbalha,Fortaleza,Estadio Lirio Callou,"Cearense, Série A",0,5,Marcio Allan Fidelis Fernandes,Juan Pablo Vojvoda,Lucas Sasha,88,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,3,home,Fortaleza,Iguatu,Estádio Castelão,"Cearense, Série A",3,1,Juan Pablo Vojvoda,Flávio Araújo,João Ricardo,1,G,FALSE,14,14,3,3,1,2,0,5,90,16,7.6,2,0,0,0,0,0,0,4,0,NA,1,0,0,0,NA,0,0,0,2,0,0,NA,0,1,1,NA,NA,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,3,home,Fortaleza,Iguatu,Estádio Castelão,"Cearense, Série A",3,1,Juan Pablo Vojvoda,Flávio Araújo,Tinga,2,D,FALSE,74,64,4,2,2,2,0,NA,90,92,6.9,13,2,1,3,13,1,0,1,0,2,1,0,1,1,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,3,home,Fortaleza,Iguatu,Estádio Castelão,"Cearense, Série A",3,1,Juan Pablo Vojvoda,Flávio Araújo,Emanuel Brítez,19,D,FALSE,67,65,3,2,6,7,0,NA,90,84,7.3,7,0,0,4,12,0,0,2,2,NA,4,2,0,2,NA,0,0,1,NA,NA,0,NA,0,NA,0,NA,1,0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,3,home,Fortaleza,Iguatu,Estádio Castelão,"Cearense, Série A",3,1,Juan Pablo Vojvoda,Flávio Araújo,Tomás Cardona,25,D,FALSE,62,58,5,2,7,6,0,NA,90,85,7.1,5,0,0,3,4,0,0,2,1,NA,5,0,0,2,NA,0,0,0,NA,NA,0,NA,0,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,3,home,Fortaleza,Iguatu,Estádio Castelão,"Cearense, Série A",3,1,Juan Pablo Vojvoda,Flávio Araújo,Bruno Pacheco,6,D,FALSE,47,40,2,2,7,0,1,NA,90,55,6.9,11,2,1,2,7,2,2,1,0,2,3,1,1,0,NA,0,0,0,NA,NA,0,NA,0,NA,1,NA,NA,0,0,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,3,home,Fortaleza,Iguatu,Estádio Castelão,"Cearense, Série A",3,1,Juan Pablo Vojvoda,Flávio Araújo,Lucas Sasha,88,M,FALSE,80,78,1,0,2,1,0,NA,90,97,6.4,2,0,0,0,22,0,0,4,1,NA,1,3,3,0,1,0,0,0,NA,NA,0,NA,0,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
